file_name,file_id,sentence_text,church_father_id,church_father_name,footnote_text,citation_parsed,detection_source,reference_type,patristic_work,patristic_text,confidence,notes
10015.xml,file10015,"Imo si satisfacit Augustini, Hieronymi et aliorum interpraetatio et si illis addicti sumus, cur Thomam, Bernardum, Durandum et Scotum amplectimur, qui aliquoties patrum veterum dicta revellunt?",p18357,Thomas von Aquin,,,TEI,,,,,
10015.xml,file10015,"Vide etiam, quid de haereticis rebaptizandis cum suis episcopis Ciprianus Carthagini constituerit.",p18988,Cyprian,,,TEI,,,,,
10217.xml,file10217,Nam et d[ivus] Hieronymus plurima huius generis in enarratione prophetarum tradidit.,p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10217.xml,file10217,"Scripsit et Aur. Augustinus, theologorum ex vetustis eminentissimus, Locutionum lib.",p18700,Augustinus von Hippo,,,TEI,,,,,
10217.xml,file10217,"Verum nos non quaerimus phaleras, pigmenta, Demosthenicam aut Tullianam eloquentiam, sed puram et luculentam simplicitatem minimeque a communi, sed munda loquendi consuetudine disserentem.",p17746,Quintus Septimius Florens Tertullian,,,TEI,,,,,
12414.xml,file12414,"D. Gesnerus dignatus est me, quemadmodum audio, magno et immortali honore;Konrad Gessners Tatian-Übersetzung (mit der Überschrift ""Tatiani Assyrii oratio ad Graecos"") ist in dem Sammelband Sententiarum sive capitum theologicorum praecipue ex sacris et profanis libris tomi tres, Zürich, Christoph Froschauer, 1546 (VD16 A2966; BZD C355), S. 347-364, gedruckt und von einer an Georg Frölich gerichteten Widmungsepistel vom 1. Februar 1546 eingeleitet (aaO, S. 346). - Tatian war ein christlicher Schriftsteller des 2. Jhs. id quod me tam anxium facit quam hilarem.",p20001,Tatian,,,TEI,,,,,
12414.xml,file12414,"D. Gesnerus dignatus est me, quemadmodum audio, magno et immortali honore;Konrad Gessners Tatian-Übersetzung (mit der Überschrift ""Tatiani Assyrii oratio ad Graecos"") ist in dem Sammelband Sententiarum sive capitum theologicorum praecipue ex sacris et profanis libris tomi tres, Zürich, Christoph Froschauer, 1546 (VD16 A2966; BZD C355), S. 347-364, gedruckt und von einer an Georg Frölich gerichteten Widmungsepistel vom 1. Februar 1546 eingeleitet (aaO, S. 346). - Tatian war ein christlicher Schriftsteller des 2. Jhs. id quod me tam anxium facit quam hilarem.",p20001,Tatian,,,TEI,,,,,
10564.xml,file10564,"Atque ad hunc modum de sanctificatione quoque scripsit Augustinus, Quaestionum super Leviticum lib. 3, cap. 84CChr XXXIII 227f..",p18700,Augustinus von Hippo,CChr XXXIII 227f.,CChr XXXIII 227f.,TEI,,,,,
12373.xml,file12373,"Hac ipsa hora accipio munus tuum, vir observande, longe preciosius quovis auro purissimo et gemmis in orbe praestantissimis, adamatum illum Theodoritum, Cyren[en]sem episcopum, cuius libros De curandis Graecorum affectionibus tanta voluptate legi olim, quanta nullum alium authorem in vita mea.",p18346,Theodoret von Kyrrhos,,,TEI,,,,,
12415.xml,file12415,"CyrillumSiehe Nr. 2362, Anm. 32. etiam missurus, quum absolutus fuerit.",p17867,Cyrill von Alexandrien,"Siehe Nr. 2362, Anm. 32.","Nr. 2362, Anm. 32.",TEI,,,,,
12415.xml,file12415,"Dein, si voles, et opera BoetiiSiehe Nr. 2362, Anm. 43. addam; de pretio non sis sollicitus.",p18989,Anicius Manlius Severinus Boethius,"Siehe Nr. 2362, Anm. 43.","Nr. 2362, Anm. 43.",TEI,,,,,
10202.xml,file10202,"Iam si apud Lutherum tantum valet unicus CyrillusBullinger bezieht sich auf ein in Bucers Brief angeführtes Zitat des Cyrill von Alexandrien (oben S. 28, 15f)., inter vetustos recentior, qui fit, ut nos non defendat vetustioris et eruditioris, Tertulliani videlicet, expositio, qui haec verba Christi «Hoc est corpus meum» sic exposuit: «Hoc est figura corporis»Tertullian, Adversus Marcionem IV, 40, 3 (CChr I/1 656). Die Stelle war schon von Oekolampad in «De genuina verborum Domini expositione», 1525, als Zeugnis für die zwinglianische Abendmahlsauffassung angeführt worden; vgl. auch oben S. 30, 23..",p17867,Cyrill von Alexandrien,"Tertullian, Adversus Marcionem IV, 40, 3 (CChr I/1 656). Die Stelle war schon von Oekolampad in «De genuina verborum Domini expositione», 1525, als Zeugnis für die zwinglianische Abendmahlsauffassung angeführt worden; vgl. auch oben S. 30, 23.","Tertullian, Adversus Marcionem IV, 40, 3 (CChr I/1 656). Die Stelle war schon von Oekolampad in «De genuina verborum Domini expositione», 1525",TEI,,,,,
10202.xml,file10202,"Iam si apud Lutherum tantum valet unicus CyrillusBullinger bezieht sich auf ein in Bucers Brief angeführtes Zitat des Cyrill von Alexandrien (oben S. 28, 15f)., inter vetustos recentior, qui fit, ut nos non defendat vetustioris et eruditioris, Tertulliani videlicet, expositio, qui haec verba Christi «Hoc est corpus meum» sic exposuit: «Hoc est figura corporis»Tertullian, Adversus Marcionem IV, 40, 3 (CChr I/1 656). Die Stelle war schon von Oekolampad in «De genuina verborum Domini expositione», 1525, als Zeugnis für die zwinglianische Abendmahlsauffassung angeführt worden; vgl. auch oben S. 30, 23..",p17867,Cyrill von Alexandrien,"Tertullian, Adversus Marcionem IV, 40, 3 (CChr I/1 656). Die Stelle war schon von Oekolampad in «De genuina verborum Domini expositione», 1525, als Zeugnis für die zwinglianische Abendmahlsauffassung angeführt worden; vgl. auch oben S. 30, 23.","Tertullian, Adversus Marcionem IV, 40, 3 (CChr I/1 656). Die Stelle war schon von Oekolampad in «De genuina verborum Domini expositione», 1525",TEI,,,,,
10202.xml,file10202,"Iam si apud Lutherum tantum valet unicus CyrillusBullinger bezieht sich auf ein in Bucers Brief angeführtes Zitat des Cyrill von Alexandrien (oben S. 28, 15f)., inter vetustos recentior, qui fit, ut nos non defendat vetustioris et eruditioris, Tertulliani videlicet, expositio, qui haec verba Christi «Hoc est corpus meum» sic exposuit: «Hoc est figura corporis»Tertullian, Adversus Marcionem IV, 40, 3 (CChr I/1 656). Die Stelle war schon von Oekolampad in «De genuina verborum Domini expositione», 1525, als Zeugnis für die zwinglianische Abendmahlsauffassung angeführt worden; vgl. auch oben S. 30, 23..",p17746,Quintus Septimius Florens Tertullian,"Tertullian, Adversus Marcionem IV, 40, 3 (CChr I/1 656). Die Stelle war schon von Oekolampad in «De genuina verborum Domini expositione», 1525, als Zeugnis für die zwinglianische Abendmahlsauffassung angeführt worden; vgl. auch oben S. 30, 23.","Tertullian, Adversus Marcionem IV, 40, 3 (CChr I/1 656). Die Stelle war schon von Oekolampad in «De genuina verborum Domini expositione», 1525",TEI,,,,,
10202.xml,file10202,"Iam si apud Lutherum tantum valet unicus CyrillusBullinger bezieht sich auf ein in Bucers Brief angeführtes Zitat des Cyrill von Alexandrien (oben S. 28, 15f)., inter vetustos recentior, qui fit, ut nos non defendat vetustioris et eruditioris, Tertulliani videlicet, expositio, qui haec verba Christi «Hoc est corpus meum» sic exposuit: «Hoc est figura corporis»Tertullian, Adversus Marcionem IV, 40, 3 (CChr I/1 656). Die Stelle war schon von Oekolampad in «De genuina verborum Domini expositione», 1525, als Zeugnis für die zwinglianische Abendmahlsauffassung angeführt worden; vgl. auch oben S. 30, 23..",p17746,Quintus Septimius Florens Tertullian,"Tertullian, Adversus Marcionem IV, 40, 3 (CChr I/1 656). Die Stelle war schon von Oekolampad in «De genuina verborum Domini expositione», 1525, als Zeugnis für die zwinglianische Abendmahlsauffassung angeführt worden; vgl. auch oben S. 30, 23.","Tertullian, Adversus Marcionem IV, 40, 3 (CChr I/1 656). Die Stelle war schon von Oekolampad in «De genuina verborum Domini expositione», 1525",TEI,,,,,
10202.xml,file10202,"Quem postea sequuti Hieronymus, Augustinus et Ambrosius significandi voce frequentissime usi sunt.",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10202.xml,file10202,"Quem postea sequuti Hieronymus, Augustinus et Ambrosius significandi voce frequentissime usi sunt.",p18700,Augustinus von Hippo,,,TEI,,,,,
10202.xml,file10202,"Quem postea sequuti Hieronymus, Augustinus et Ambrosius significandi voce frequentissime usi sunt.",p18993,Ambrosius von Mailand,,,TEI,,,,,
10202.xml,file10202,"Si tanta est Cyrilli autoritas, ut voce «corporaliter» iure utatur Lutherus, sic ergo nos scripturis et patribus nixi tenemus et docemus, cumque tu fatearis: fratres sumus, apologia non opus.",p17867,Cyrill von Alexandrien,,,TEI,,,,,
12367.xml,file12367,"Tandem, convictores habere solitus non fuit ob nescio quam Catonianam saeveritatemCatonianam severitatem: vgl. Hieronymus, Apologia adversus libros Rufini, 1, 13. - Der römische Politiker und Schriftsteller M. Porcius Cato d.Ä. (234 v. Chr.-149 n. Chr.) war als Zensor für seine Strenge berühmt und erhielt deshalb den Beinamen ""Censorius""..",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
11849.xml,file11849,"Papistae, qui quidem scholasticos sequuntur, nihil quam habitudinem (ita loquitur Thomas AquinasVgl. Thomas von Aquin, Summa theologiae, III' q. 76 a. 6 ad 3.) corporis domini ad species pani et vini ponunt;Bucer will damit sagen: Die scholastische Theologie deutet die Gegenwart des Leibes Christi nicht in grob materialistischer Weise (vgl. die etwas ausführlichere Darlegung im Brief Bucers an Bullinger vom 13. Dezember 1544, Vadian BW VI 376). quare, cum disputatur contra ponentes corporalem quandam Christi in coena praesentiam, quae verbo dei dissentanea sit, creditur vulgo peti Lutherus, quem bono ecclesiae Christi irritari nolim religione officii mei et veneratione donorum Christi in eo optarim etiam non offendi.",p18357,Thomas von Aquin,"Vgl. Thomas von Aquin, Summa theologiae, III' q. 76 a. 6 ad 3.","Thomas von Aquin, Summa theologiae, III' q. 76 a. 6 ad 3.",TEI,,,,,
11849.xml,file11849,"Papistae, qui quidem scholasticos sequuntur, nihil quam habitudinem (ita loquitur Thomas AquinasVgl. Thomas von Aquin, Summa theologiae, III' q. 76 a. 6 ad 3.) corporis domini ad species pani et vini ponunt;Bucer will damit sagen: Die scholastische Theologie deutet die Gegenwart des Leibes Christi nicht in grob materialistischer Weise (vgl. die etwas ausführlichere Darlegung im Brief Bucers an Bullinger vom 13. Dezember 1544, Vadian BW VI 376). quare, cum disputatur contra ponentes corporalem quandam Christi in coena praesentiam, quae verbo dei dissentanea sit, creditur vulgo peti Lutherus, quem bono ecclesiae Christi irritari nolim religione officii mei et veneratione donorum Christi in eo optarim etiam non offendi.",p18357,Thomas von Aquin,"Vgl. Thomas von Aquin, Summa theologiae, III' q. 76 a. 6 ad 3.","Thomas von Aquin, Summa theologiae, III' q. 76 a. 6 ad 3.",TEI,,,,,
3881.xml,file3881,Non ignoras quale fuerit hac de re iuditium eiusdem Augustini 3 libr. cap. 2 et 3 etc. contra Epistolam Parmen.,p18700,Augustinus von Hippo,,,TEI,,,,,
10014.xml,file10014,"Multa scribis de verbo dei, quod si tu tuique similes tantam gratiam a deo patre nacti estis, ut etiam Divus Hieronymus, Augustinus ceterique id genus homines et eruditi et pii prae vobis nihil sint.",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10014.xml,file10014,"Multa scribis de verbo dei, quod si tu tuique similes tantam gratiam a deo patre nacti estis, ut etiam Divus Hieronymus, Augustinus ceterique id genus homines et eruditi et pii prae vobis nihil sint.",p18700,Augustinus von Hippo,,,TEI,,,,,
10014.xml,file10014,"An non credam Hieronymo, et vobis credam?",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10014.xml,file10014,"Familiariter scripsit, sed in hoc uno duriusculus videtur, quod mihi tribuit me Divo Hieronymo aut «patribus spiritum ita tribuere, ut nihil fere reliqui faciam deploratissimi nostri aeci hominibus».",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10014.xml,file10014,"At Hieronymum et Augustinum reliquosque patres, qui scripta sua etiam exemplo et vita homine christiano dignis confirmaverunt, praefero iis, qui fidem etiam sine operibus bonis astruunt, quasi homini christiano sufficiat credidisse sine consequentibus operibus.",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10014.xml,file10014,"At Hieronymum et Augustinum reliquosque patres, qui scripta sua etiam exemplo et vita homine christiano dignis confirmaverunt, praefero iis, qui fidem etiam sine operibus bonis astruunt, quasi homini christiano sufficiat credidisse sine consequentibus operibus.",p18700,Augustinus von Hippo,,,TEI,,,,,
1890.xml,file1890,"Interim scias, velim, me ad Lactantium meum illum Genevam scripsisse, ut Molineum moneat nos causam eius agere; sed tu nichilominus omnia ordine ad ipsum exarabis.",p19001,Lucius Caecilius Firmianus Lactantius (Laktanz),,,TEI,,,,,
5348.xml,file5348,"Liber est haereticus; nam fatetur Petrus Leo se noluisse subscribere Augustino, quod hos articulos damnaret, qui tamen sunt damnabiles.""",p18700,Augustinus von Hippo,,,TEI,,,,,
7205.xml,file7205,"Ego autem sentio cum beato Hieronimoa.R.: libro primo adversus Pelagianos, non esse ""inimititias contra deum, si episcopus, presbiter et diaconus, et reliquus ordo ecclesiasticus in administratione sacrifitiorum candida veste processerint.""",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
7205.xml,file7205,"""Porro religio alterum habitum habet in ministerio, alterum in usu et vita communi: vestibus autem lineis utebantur Aegiptii sacerdotes"" (qui etiam, ut optime nosti, tempore Hieronimi christiani fuerunt) ""non solum intrinsecus, sed et extrinsecus.a.R.: In commentario in Ezechielem, lib. 13. cap. 44.""",p18986,Sophronius Eusebius Hieronymus,,,TEI,,,,,
10404.xml,file10404,"Scribere tamen distuli, ne ferventi adhuc animo et inopinata provocatione quorundam commoto nimium crederem; iacula etenim non provisa altius feriuntVgl. Gregor d. Gr., Homiliae in evangelia, 35, 5f (CChr CXLl 321)..",p18489,Papst Gregor I. (der Große),"Vgl. Gregor d. Gr., Homiliae in evangelia, 35, 5f (CChr CXLl 321).","Gregor d. Gr., Homiliae in evangelia, 35, 5f (CChr CXLl 321).",TEI,,,,,
10404.xml,file10404,"Collidentibus enim inter se silicibus ignis excutitur; sic arbitror et collisione scripturarum verum excutiVgl. Hieronymus, Tractatus LIX in psalmos, Ps 96, Z. 107-113 (CChr LXXVIII 160)..",p18986,Sophronius Eusebius Hieronymus,"Vgl. Hieronymus, Tractatus LIX in psalmos, Ps 96, Z. 107-113 (CChr LXXVIII 160).","Hieronymus, Tractatus LIX in psalmos, Ps 96, Z. 107-113 (CChr LXXVIII 160).",TEI,,,,,
4283.xml,file4283,"Haec narratio expressa est in enarratione symboli, quae legitur in libris Cypriani, etsi alibi inscriptio est: ""Enarratio Ruffini.""",p18988,Cyprian,,,TEI,,,,,
4283.xml,file4283,"Athanasius sic loquitur de incarnatione verbi: ""λόγος non colligatus est corpori, sed ipse corpus continet, ut et in eo sit et extra omnia et in sinu patris, neque cum sit in omnibus, fit pars aliorum, sed omnia sustentationemque ab ipso accipiunt.",p18895,Athanasius von Alexandrien,,,TEI,,,,,
645.xml,file645,"Wir hent Mölinum und Vincentium examiniert, si ufrecht funden; sin schriben aber züget diversum, deßhalb uns der handel argwönig.",p18700,Augustinus von Hippo,,,TEI,,,,,
7777.xml,file7777,"Deinde Theodoreti dialogos mittis, quos tamen ex tua bibliotheca non petieram.",p18346,Theodoret von Kyrrhos,,,TEI,,,,,
7777.xml,file7777,"Causa autem potissimum duplex fuit, ut anxie dialogos illos peterem, altera quod librum Iohannis Wigandi de communicatione idiomatum non sine magno stomacho perlegeram, de qua sciebam longe aliter sentire et loqui Theodoretum nostrum cum aliis scriptoribus antiquis quam ille, altera vero erat, quod ille ipse Wigandus cum suis sociis ecclesiasticae historiae scriptoribus Centuria quinta in vita Theodoreti ex primo et secundo dialogo magna iniuria illum duobus naevis conspurcant, quorum nullus non tantum in dictis locis reperitur, sed etiam plane contrarium a Theodoreto docetur et evincitur, nempe quod sentiat humanam Christi naturam in divinam et symbola eucharistiae in corpus et sanguinem Christi converti, quorum neutrum apud hunc scriptorem, sed plane contrarium legitur.",p18346,Theodoret von Kyrrhos,,,TEI,,,,,
7777.xml,file7777,"Causa autem potissimum duplex fuit, ut anxie dialogos illos peterem, altera quod librum Iohannis Wigandi de communicatione idiomatum non sine magno stomacho perlegeram, de qua sciebam longe aliter sentire et loqui Theodoretum nostrum cum aliis scriptoribus antiquis quam ille, altera vero erat, quod ille ipse Wigandus cum suis sociis ecclesiasticae historiae scriptoribus Centuria quinta in vita Theodoreti ex primo et secundo dialogo magna iniuria illum duobus naevis conspurcant, quorum nullus non tantum in dictis locis reperitur, sed etiam plane contrarium a Theodoreto docetur et evincitur, nempe quod sentiat humanam Christi naturam in divinam et symbola eucharistiae in corpus et sanguinem Christi converti, quorum neutrum apud hunc scriptorem, sed plane contrarium legitur.",p18346,Theodoret von Kyrrhos,,,TEI,,,,,
7777.xml,file7777,"Causa autem potissimum duplex fuit, ut anxie dialogos illos peterem, altera quod librum Iohannis Wigandi de communicatione idiomatum non sine magno stomacho perlegeram, de qua sciebam longe aliter sentire et loqui Theodoretum nostrum cum aliis scriptoribus antiquis quam ille, altera vero erat, quod ille ipse Wigandus cum suis sociis ecclesiasticae historiae scriptoribus Centuria quinta in vita Theodoreti ex primo et secundo dialogo magna iniuria illum duobus naevis conspurcant, quorum nullus non tantum in dictis locis reperitur, sed etiam plane contrarium a Theodoreto docetur et evincitur, nempe quod sentiat humanam Christi naturam in divinam et symbola eucharistiae in corpus et sanguinem Christi converti, quorum neutrum apud hunc scriptorem, sed plane contrarium legitur.",p18346,Theodoret von Kyrrhos,,,TEI,,,,,
7777.xml,file7777,"Ago autem humanitati tuae summas gratias, quod tui me cum summa laetitia Theodoreti participem feceris; remitto autem, nisi ipsi quid in itinere accidat, sine omni macula atque labe.",p18346,Theodoret von Kyrrhos,,,TEI,,,,,
11730.xml,file11730,"Edit, qui credit;Vgl. Augustin, In Iohannis euangelium tractatus, 26, 1, 33 (CChr XXXVI 260): ""Qui credit, manducat"". „iustus ex fide vivit“ [Gal 3, 11].",p18700,Augustinus von Hippo,"Vgl. Augustin, In Iohannis euangelium tractatus, 26, 1, 33 (CChr XXXVI 260): ""Qui credit, manducat"".","Augustin, In Iohannis euangelium tractatus, 26, 1, 33 (CChr XXXVI 260): ""Qui credit",TEI,,,,,
10176.xml,file10176,"Inprimis CrisostomoVgl. HBD 6,1f; zu Bullingers Kenntnis des Chrysostomos s. Staedtke 17.19 und Hausammann, Reg., aureo illi ori et huius farine maximeque orthodoxe fidei doctissimo quo non alius magis insudabas.",p4541,Johannes Chrysostomus,"Vgl. HBD 6,1f; zu Bullingers Kenntnis des Chrysostomos s. Staedtke 17.19 und Hausammann, Reg.","HBD 6,1f; zu Bullingers Kenntnis des Chrysostomos s. Staedtke 17.19 und Hausammann, Reg.",TEI,,,,,
